,ìíâÕå¥,ê^íﬂ,éOâYäCä›,âWéq,ëÂïΩë‰,ì¸ê∂ìc,ç™ï{êÏ,ãûã}í∑ëÚ,ãvó¢ïl,è„ã≠óÖ,ë´ïø,äõã{,êVêÄéq,à¿êjíÀ,âYâÍ,ëÂóYéR,ä‚å¥,â∫ë]â‰,ìÒã{,ëÂàÈ,ïΩíÀ,ñkäùÉPçË,çîè¿äCä›,êŒè„,äôëq,í«ïl,äCÇÃåˆâÄéƒå˚,íJâ„,ìåéRñk,èºìc,èaëÚ,ìåäCëÂäwëO,íﬂä™â∑êÚ,çÅêÏ,ëPçs,ëÂëD,êVêôìc,ãûã}ïxâ™,à…ê®å¥,à§çbêŒìc,å˙ñÿ,çÇç¿èaíJ,Ç¢Ç∏Ç›íÜâõ,è„âiíJ,àÈéq,êŒêÏí¨,ì¸íJ,ëäñÕëÂíÀ,äÛñ]ÉPãu,íﬂÉPïÙ,ï–ëqí¨,ëÂå˚,äCé≈âY,å¥ìññÉ,è¨ìcã}ëäñÕå¥,ê¨ê£,Ç∑Ç∏Ç©ÇØë‰,äõãè,ñkêVâ°ïl,ëÂëqéR,òZãΩìyéË,âHìcãÛç`çëç€ê¸É^Å[É~ÉiÉã,êVêÆîıèÍ,è„ça,å√ï£,ã êÏäwâÄëO,íﬂêÏ,Ç†Ç¥Ç›ñÏ,äÅÇ™íJ,ëΩñÄêÏ,írè„,åäéÁàÓâ◊,âHìcãÛç`çëì‡ê¸É^Å[É~ÉiÉã,ì°ñÏ,ëäñÕåŒ,ê¥ëÍ,çÇîˆ,ëäå¥,ëÂíÀÅEíÈãûëÂäw,è¨ìcã}âiéR,àÓèÈ,òaêÚëΩñÄêÏ,äÏëΩå©,âúëÚ,êŒêÏë‰,ê¬ï®â°íö,ê¬äC,äãêºó’äCåˆâÄ,êºî™â§éq,ñkî™â§éq,çbèBäXìπ,ñkï{íÜ,ã£í¯èÍëO,çëóÃ,è„ñkëÚ,írÉmè„,ê¬éRàÍíöñ⁄,ê‘ç‚,âzíÜìá,ëÂìá,àÍîVç],ïêë†å‹ì˙és,èHêÏ,è∫ìá,êÚëÃàÁäŸ,ê¬î~äXìπ,çëï™éõ,êºïêñˆëÚ,à‰â¨,à¢ç≤ÉPíJ,írë‹,ê‘ìyè¨äwçZëO,êÛëê,ê¬ìu,ç]åÀêÏ,å‰äxéR,ê¬î~,è¨çÏ,î†ç™ÉPçË,êºïêãÖèÍëO,ãvïƒêÏ,èHí√,ìåãvóØïƒ,ëÂêÚäwâÄ,è„î¬ã¥,ê‘âH,îÚíπéR,ê¬à‰,Ç®â‘íÉâÆ,êVéƒñî,âúëΩñÄ,êÏà‰,åRî®,ã‡éq,àÓâ◊éRåˆâÄ,çqãÛåˆâÄ,éuñÿ,í©â‡,ñkåÀìc,êÏå˚,é…êl,ëêâ¡,î™í™,éOãΩ,ìåå·ñÏ,çÇóÌ,ã∑éRés,êVã∑éR,è„ïüâ™,ó^ñÏñ{í¨,âYòa,âYòaî¸âÄ,åÀíÀà¿çs,äóê∂,êVéOãΩ,å·ñÏ,ïêèBí∑ê£,àÍñ{èº,ä}î¶,â‡ÉPä÷,êÏâz,éwêÓ,ëÂã{,ëÂã{åˆâÄ,ÇπÇÒÇ∞ÇÒë‰,ëÂë‹,îíãv,âYéRå˚,å‰â‘î®,à∞ÉPãvï€,âzê∂,ñkç‚åÀ,ñkè„îˆ,è„îˆ,ò@ìc,ä‚íŒ,àÍÉmäÑ,ìÏç˜à‰,ëÂñÏå¥,ñæäo,êXó—åˆâÄ,çÇç‚,â±êÏ,à…ìﬁíÜâõ,îíâ™,ìåïêìÆï®åˆâÄ,ïPã{,êeï@,è¨êÏí¨,ñkçÉëÉ,çÉëÉ,ãväÏ,çKéË,ñÏè„,îgãvóÁ,è¨ëOìc,íjÂŒ,ñæåÀ,ëÂñÉê∂,è„åFíJ,çsìc,â¡ê{,â‘çË,åIã¥,éôã ,èºãv,ê[íJ,êŒå¥,ìåçsìc,êVãΩ,âHê∂,êVå√âÕ,íOëë,ñ{èØ,â™ïî,ñˆê∂,ê_ï€å¥
êŒêÏí¨,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729.0,440.0,388.0,356.0,378.0,168.0,308.0,670.0,630.0,473.0,522.0,308.0,408.0,314.0,356.0,490.0,639.0,713.0,561.0,599.0,630.0,492.0,429.0,408.0,434.0,440.0,521.0,1038.0,995.0,817.0,796.0,726.0,938.0,718.0,687.0,599.0,599.0,408.0,465.0,419.0,879.0,726.0,935.0,990.0,968.0,726.0,818.0,628.0,586.0,555.0,597.0,597.0,649.0,736.0,745.0,1100.0,935.0,935.0,1028.0,814.0,726.0,839.0,796.0,649.0,597.0,817.0,693.0,838.0,882.0,,1100.0,1100.0,990.0,936.0,901.0,901.0,869.0,839.0,765.0,814.0,765.0,896.0,838.0,1055.0,1408.0,1265.0,1243.0,1166.0,1037.0,968.0,880.0,848.0,825.0,814.0,984.0,977.0,1019.0,1068.0,1163.0,1131.0,1026.0,1037.0,963.0,902.0,825.0,1129.0,1049.0,1011.0,1100.0,1205.0,1236.0,1183.0,1225.0,597.0,1026.0,1111.0,990.0,1137.0,1093.0,1093.0,1875.0,1665.0,1383.0,1309.0,1236.0,1183.0,1199.0,1111.0,1111.0,1299.0,1145.0,1197.0,1553.0,1425.0,1309.0,1183.0,1199.0,1346.0,1199.0,1197.0,1197.0,1864.0,628.0,1518.0,1518.0,1268.0,1250.0,1949.0,1669.0,1699.0,1445.0,1905.0,1934.0,1864.0,1694.0,1404.0,1331.0,1331.0,1771.0,1739.0,1771.0,1864.0,1714.0,11330.0,1459.0,1459.0,1859.0,1947.0,1947.0,1459.0,2310.0
ì¸íJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,797.0,745.0,713.0,756.0,629.0,641.0,828.0,619.0,682.0,546.0,661.0,765.0,493.0,549.0,599.0,768.0,818.0,714.0,556.0,556.0,493.0,462.0,399.0,517.0,549.0,628.0,851.0,808.0,630.0,609.0,765.0,781.0,556.0,525.0,462.0,462.0,399.0,441.0,464.0,450.0,336.0,766.0,861.0,781.0,638.0,629.0,441.0,399.0,368.0,199.0,199.0,304.0,276.0,318.0,871.0,808.0,715.0,802.0,546.0,503.0,484.0,452.0,378.0,242.0,367.0,168.0,388.0,388.0,,871.0,819.0,840.0,588.0,546.0,514.0,484.0,452.0,410.0,242.0,336.0,378.0,357.0,633.0,1177.0,1047.0,959.0,893.0,651.0,546.0,451.0,430.0,462.0,367.0,534.0,419.0,461.0,476.0,776.0,745.0,619.0,651.0,534.0,564.0,507.0,722.0,642.0,419.0,564.0,808.0,807.0,754.0,796.0,199.0,597.0,762.0,595.0,765.0,535.0,535.0,1446.0,1236.0,996.0,924.0,807.0,754.0,793.0,762.0,793.0,639.0,587.0,639.0,1166.0,996.0,880.0,754.0,836.0,951.0,850.0,639.0,639.0,1654.0,168.0,1057.0,969.0,765.0,692.0,1594.0,1314.0,1314.0,1016.0,1499.0,1429.0,1359.0,1158.0,901.0,828.0,828.0,1342.0,1346.0,1365.0,1359.0,1211.0,11498.0,901.0,901.0,1430.0,1541.0,1510.0,901.0,1686.0
ëäñÕëÂíÀ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,199.0,525.0,440.0,481.0,377.0,367.0,503.0,461.0,503.0,555.0,440.0,525.0,616.0,765.0,420.0,503.0,367.0,398.0,524.0,555.0,534.0,555.0,566.0,647.0,1036.0,948.0,753.0,732.0,508.0,707.0,493.0,629.0,493.0,493.0,534.0,555.0,566.0,1005.0,894.0,684.0,684.0,860.0,681.0,839.0,692.0,702.0,681.0,723.0,723.0,754.0,862.0,880.0,1036.0,948.0,857.0,901.0,769.0,769.0,881.0,819.0,775.0,723.0,921.0,797.0,942.0,1046.0,,1036.0,948.0,948.0,979.0,947.0,857.0,1004.0,965.0,891.0,775.0,922.0,1007.0,942.0,1189.0,1344.0,1275.0,1168.0,1036.0,1049.0,986.0,1006.0,974.0,917.0,829.0,1088.0,1048.0,1090.0,1105.0,1217.0,1175.0,1049.0,1073.0,1089.0,1028.0,951.0,1277.0,1197.0,1048.0,1193.0,1248.0,1362.0,1309.0,1344.0,723.0,1112.0,1237.0,1082.0,1229.0,1164.0,1164.0,1845.0,1635.0,1395.0,1363.0,1344.0,1309.0,1291.0,1237.0,1237.0,1279.0,1216.0,1279.0,1565.0,1520.0,1435.0,1309.0,1291.0,1438.0,1325.0,1279.0,1268.0,1990.0,765.0,1545.0,1467.0,1394.0,1332.0,2105.0,1825.0,1825.0,1571.0,2031.0,1961.0,1891.0,1599.0,1530.0,1457.0,1468.0,1908.0,1876.0,1897.0,1891.0,1840.0,11178.0,1530.0,1541.0,1996.0,2073.0,1951.0,1541.0,2127.0
äÛñ]ÉPãu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,473.0,388.0,449.0,430.0,398.0,534.0,492.0,451.0,503.0,388.0,473.0,564.0,713.0,473.0,534.0,398.0,429.0,555.0,503.0,482.0,503.0,514.0,595.0,1080.0,992.0,806.0,785.0,561.0,738.0,524.0,660.0,524.0,524.0,482.0,503.0,514.0,953.0,842.0,737.0,737.0,891.0,712.0,870.0,702.0,660.0,629.0,671.0,671.0,702.0,810.0,828.0,1089.0,1001.0,888.0,932.0,800.0,800.0,912.0,850.0,723.0,671.0,869.0,745.0,890.0,1006.0,,1089.0,1001.0,1001.0,1010.0,975.0,888.0,943.0,913.0,839.0,723.0,870.0,955.0,890.0,1137.0,1397.0,1306.0,1218.0,1089.0,1080.0,1017.0,954.0,922.0,899.0,811.0,1036.0,1121.0,1038.0,1166.0,1248.0,1206.0,1080.0,1111.0,1037.0,976.0,899.0,1203.0,1123.0,996.0,1141.0,1279.0,1310.0,1257.0,1299.0,671.0,1100.0,1185.0,1098.0,1211.0,1236.0,1112.0,1904.0,1694.0,1426.0,1394.0,1310.0,1257.0,1397.0,1185.0,1185.0,1312.0,1288.0,1310.0,1627.0,1499.0,1383.0,1257.0,1273.0,1420.0,1273.0,1341.0,1341.0,1949.0,765.0,1493.0,1498.0,1342.0,1404.0,2053.0,1773.0,1773.0,1519.0,1979.0,1909.0,1839.0,1749.0,1478.0,1405.0,1493.0,1941.0,1909.0,1845.0,1839.0,1788.0,11231.0,1478.0,1572.0,2110.0,2021.0,1982.0,1572.0,2211.0
íﬂÉPïÙ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441.0,356.0,419.0,461.0,419.0,555.0,513.0,419.0,471.0,356.0,441.0,532.0,681.0,504.0,555.0,419.0,450.0,534.0,471.0,450.0,471.0,482.0,563.0,1080.0,1013.0,837.0,838.0,592.0,759.0,545.0,681.0,545.0,545.0,450.0,471.0,482.0,921.0,810.0,768.0,768.0,912.0,733.0,891.0,670.0,628.0,597.0,639.0,639.0,670.0,778.0,796.0,1120.0,1032.0,909.0,953.0,821.0,821.0,881.0,838.0,691.0,639.0,837.0,713.0,858.0,974.0,,1162.0,1074.0,1032.0,1016.0,943.0,909.0,911.0,881.0,807.0,691.0,807.0,923.0,858.0,1105.0,1428.0,1327.0,1239.0,1120.0,1048.0,1016.0,922.0,890.0,867.0,779.0,1004.0,964.0,1006.0,1021.0,1205.0,1173.0,1079.0,1079.0,1005.0,944.0,867.0,1193.0,1113.0,964.0,1109.0,1247.0,1278.0,1225.0,1267.0,639.0,1068.0,1153.0,1032.0,1179.0,1080.0,1080.0,1875.0,1665.0,1425.0,1351.0,1278.0,1225.0,1241.0,1153.0,1153.0,1231.0,1256.0,1309.0,1595.0,1467.0,1351.0,1225.0,1241.0,1388.0,1241.0,1309.0,1309.0,1917.0,670.0,1461.0,1519.0,1310.0,1372.0,1966.0,1741.0,1741.0,1487.0,1947.0,1877.0,1807.0,1717.0,1446.0,1373.0,1373.0,1813.0,1781.0,1813.0,1807.0,1756.0,11394.0,1446.0,1602.0,1901.0,1989.0,2179.0,1602.0,2179.0
ï–ëqí¨,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,462.0,755.0,675.0,430.0,503.0,367.0,242.0,399.0,484.0,575.0,724.0,798.0,518.0,644.0,675.0,304.0,461.0,492.0,514.0,525.0,606.0,1123.0,1080.0,902.0,881.0,683.0,1015.0,769.0,755.0,744.0,744.0,492.0,514.0,525.0,964.0,822.0,859.0,892.0,1053.0,769.0,903.0,713.0,671.0,640.0,682.0,682.0,713.0,821.0,839.0,1187.0,1110.0,934.0,1071.0,857.0,881.0,924.0,881.0,734.0,682.0,880.0,756.0,901.0,974.0,,1187.0,1110.0,1200.0,1102.0,986.0,934.0,954.0,924.0,850.0,734.0,850.0,966.0,901.0,1148.0,1396.0,1396.0,1275.0,1200.0,1122.0,1059.0,965.0,933.0,910.0,822.0,1047.0,1007.0,1049.0,1064.0,1248.0,1216.0,1122.0,1122.0,1048.0,987.0,910.0,1214.0,1134.0,1007.0,1152.0,1290.0,1321.0,1268.0,1310.0,682.0,1111.0,1196.0,1075.0,1222.0,1123.0,1123.0,1918.0,1708.0,1468.0,1394.0,1321.0,1268.0,1408.0,1196.0,1196.0,1227.0,1175.0,1227.0,1638.0,1510.0,1394.0,1268.0,1284.0,1431.0,1284.0,1227.0,1227.0,1949.0,713.0,1504.0,1545.0,1353.0,1280.0,2034.0,1754.0,1754.0,1530.0,1990.0,1920.0,1850.0,1760.0,1489.0,1416.0,1416.0,1856.0,1824.0,1856.0,1850.0,1799.0,11540.0,1489.0,1489.0,1944.0,2032.0,2222.0,1489.0,2222.0
ëÂå˚,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,670.0,553.0,308.0,434.0,168.0,367.0,242.0,325.0,469.0,618.0,682.0,396.0,522.0,553.0,408.0,387.0,335.0,346.0,419.0,469.0,990.0,990.0,775.0,754.0,561.0,893.0,630.0,599.0,566.0,566.0,356.0,377.0,419.0,832.0,649.0,726.0,770.0,926.0,649.0,776.0,586.0,544.0,513.0,555.0,555.0,561.0,693.0,712.0,1100.0,935.0,814.0,940.0,726.0,726.0,797.0,754.0,607.0,555.0,729.0,616.0,750.0,818.0,,1034.0,935.0,990.0,936.0,859.0,814.0,827.0,797.0,723.0,607.0,723.0,839.0,750.0,1021.0,1320.0,1265.0,1100.0,1166.0,964.0,901.0,838.0,817.0,783.0,695.0,896.0,880.0,922.0,935.0,1121.0,1089.0,964.0,995.0,921.0,860.0,783.0,1087.0,1007.0,880.0,1025.0,1163.0,1194.0,1141.0,1183.0,555.0,984.0,1069.0,935.0,1082.0,996.0,996.0,1791.0,1581.0,1341.0,1267.0,1194.0,1141.0,1166.0,1166.0,1069.0,1100.0,1048.0,1100.0,1511.0,1383.0,1267.0,1141.0,1157.0,1291.0,1157.0,1100.0,1100.0,1822.0,555.0,1377.0,1342.0,1226.0,1153.0,1907.0,1627.0,1627.0,1403.0,2004.0,1934.0,1864.0,1518.0,1362.0,1289.0,1289.0,1729.0,1697.0,1729.0,1864.0,1672.0,11330.0,1362.0,1362.0,1817.0,1980.0,1980.0,1362.0,1980.0
äCé≈âY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.0,679.0,561.0,559.0,396.0,492.0,346.0,304.0,427.0,598.0,776.0,649.0,616.0,616.0,465.0,419.0,346.0,346.0,356.0,449.0,1082.0,1039.0,828.0,807.0,814.0,861.0,630.0,599.0,514.0,514.0,377.0,377.0,399.0,784.0,649.0,935.0,990.0,940.0,561.0,844.0,599.0,576.0,545.0,564.0,564.0,473.0,616.0,668.0,935.0,935.0,814.0,940.0,726.0,649.0,803.0,771.0,649.0,561.0,729.0,595.0,735.0,798.0,,935.0,935.0,990.0,859.0,827.0,814.0,833.0,803.0,729.0,649.0,798.0,808.0,662.0,978.0,1265.0,1265.0,1100.0,990.0,970.0,891.0,847.0,812.0,814.0,726.0,896.0,892.0,934.0,935.0,1127.0,1095.0,953.0,953.0,930.0,935.0,935.0,1129.0,1049.0,892.0,935.0,1169.0,1221.0,1158.0,1231.0,564.0,1016.0,1166.0,935.0,1082.0,1008.0,1008.0,1797.0,1587.0,1347.0,1273.0,1278.0,1158.0,1166.0,1166.0,1166.0,1134.0,1060.0,1112.0,1517.0,1415.0,1294.0,1173.0,1166.0,1291.0,1166.0,1109.0,1112.0,1797.0,473.0,1518.0,1342.0,1238.0,1165.0,1857.0,1633.0,1633.0,1463.0,2004.0,1934.0,1864.0,1518.0,1328.0,1301.0,1301.0,1705.0,1708.0,1980.0,1864.0,1684.0,11330.0,1374.0,1374.0,1884.0,1980.0,1980.0,1374.0,1980.0
å¥ìññÉ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.0,418.0,544.0,594.0,778.0,670.0,755.0,846.0,1252.0,189.0,330.0,450.0,482.0,617.0,638.0,690.0,722.0,796.0,877.0,620.0,594.0,399.0,378.0,242.0,570.0,377.0,441.0,545.0,576.0,690.0,722.0,796.0,1036.0,982.0,330.0,418.0,613.0,577.0,631.0,502.0,565.0,565.0,754.0,754.0,806.0,858.0,911.0,682.0,594.0,594.0,720.0,682.0,594.0,804.0,796.0,743.0,743.0,952.0,828.0,973.0,1046.0,,682.0,682.0,594.0,804.0,748.0,770.0,866.0,898.0,911.0,806.0,922.0,1089.0,973.0,1220.0,990.0,990.0,858.0,682.0,898.0,778.0,996.0,975.0,894.0,806.0,1119.0,1079.0,1196.0,1211.0,1034.0,1003.0,852.0,883.0,1079.0,1059.0,982.0,1286.0,1206.0,1079.0,1235.0,1065.0,1285.0,1222.0,990.0,754.0,971.0,1268.0,1059.0,1206.0,1195.0,1195.0,1683.0,1473.0,1233.0,1202.0,1166.0,1222.0,1268.0,1268.0,1268.0,1258.0,1247.0,1299.0,1403.0,1166.0,1338.0,1222.0,1268.0,1415.0,1342.0,1299.0,1299.0,1683.0,754.0,1518.0,1444.0,1444.0,1352.0,1777.0,1688.0,1688.0,1495.0,1968.0,1934.0,1864.0,1576.0,1636.0,1563.0,1563.0,1887.0,1694.0,1928.0,1864.0,1946.0,11000.0,1636.0,1636.0,1980.0,2104.0,1928.0,1636.0,2104.0
è¨ìcã}ëäñÕå¥,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,314.0,377.0,597.0,534.0,724.0,815.0,964.0,431.0,293.0,189.0,220.0,377.0,408.0,461.0,534.0,765.0,846.0,839.0,751.0,622.0,601.0,377.0,528.0,283.0,419.0,283.0,314.0,461.0,492.0,727.0,870.0,744.0,553.0,575.0,681.0,503.0,629.0,482.0,513.0,503.0,545.0,545.0,639.0,691.0,744.0,927.0,839.0,679.0,722.0,591.0,591.0,691.0,629.0,587.0,576.0,785.0,619.0,806.0,879.0,,927.0,839.0,839.0,796.0,765.0,679.0,826.0,818.0,744.0,639.0,744.0,829.0,806.0,1011.0,1218.0,1092.0,1009.0,927.0,859.0,796.0,828.0,807.0,727.0,639.0,952.0,870.0,912.0,927.0,1027.0,985.0,859.0,890.0,911.0,892.0,815.0,1102.0,1039.0,870.0,1015.0,1058.0,1184.0,1131.0,1121.0,576.0,922.0,1101.0,892.0,1039.0,986.0,986.0,1655.0,1445.0,1205.0,1173.0,1184.0,1131.0,1101.0,1101.0,1101.0,1090.0,1038.0,1090.0,1375.0,1323.0,1257.0,1131.0,1101.0,1248.0,1189.0,1090.0,1090.0,1655.0,576.0,1409.0,1277.0,1216.0,1143.0,1927.0,1647.0,1647.0,1393.0,1895.0,1825.0,1755.0,1409.0,1352.0,1279.0,1279.0,1719.0,1687.0,1761.0,1755.0,1662.0,11132.0,1352.0,1352.0,1807.0,1937.0,1761.0,1352.0,1937.0
ê¨ê£,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,168.0,430.0,434.0,595.0,729.0,878.0,330.0,157.0,262.0,293.0,335.0,356.0,408.0,440.0,576.0,729.0,686.0,682.0,465.0,444.0,308.0,591.0,387.0,462.0,387.0,419.0,408.0,440.0,679.0,890.0,748.0,396.0,506.0,679.0,607.0,697.0,523.0,586.0,566.0,608.0,608.0,733.0,747.0,765.0,770.0,682.0,649.0,775.0,695.0,649.0,785.0,723.0,660.0,608.0,806.0,682.0,827.0,871.0,,770.0,770.0,682.0,859.0,827.0,783.0,880.0,850.0,776.0,660.0,776.0,892.0,827.0,1074.0,1100.0,990.0,935.0,770.0,953.0,866.0,891.0,859.0,821.0,733.0,973.0,933.0,975.0,990.0,1089.0,1058.0,940.0,953.0,974.0,913.0,836.0,1140.0,1060.0,933.0,1078.0,1120.0,1247.0,1194.0,1166.0,608.0,1016.0,1122.0,986.0,1133.0,1049.0,1049.0,1738.0,1528.0,1288.0,1257.0,1166.0,1194.0,1195.0,1122.0,1122.0,1153.0,1101.0,1153.0,1458.0,1342.0,1320.0,1194.0,1195.0,1342.0,1210.0,1153.0,1153.0,1849.0,639.0,1430.0,1371.0,1279.0,1206.0,1909.0,1680.0,1680.0,1456.0,1916.0,1846.0,1776.0,1503.0,1415.0,1342.0,1342.0,1782.0,1755.0,1782.0,1776.0,1725.0,11268.0,1415.0,1415.0,1870.0,1958.0,1855.0,1415.0,2031.0
Ç∑Ç∏Ç©ÇØë‰,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.0,471.0,335.0,471.0,542.0,916.0,544.0,294.0,346.0,377.0,199.0,251.0,272.0,335.0,471.0,584.0,896.0,808.0,679.0,658.0,434.0,685.0,440.0,545.0,440.0,471.0,272.0,304.0,492.0,754.0,612.0,599.0,632.0,838.0,559.0,693.0,503.0,461.0,430.0,472.0,472.0,524.0,611.0,629.0,977.0,896.0,724.0,861.0,647.0,647.0,714.0,671.0,524.0,472.0,670.0,546.0,691.0,735.0,,977.0,896.0,896.0,849.0,776.0,724.0,744.0,714.0,640.0,524.0,640.0,756.0,691.0,938.0,1186.0,1116.0,1061.0,984.0,881.0,818.0,755.0,723.0,700.0,612.0,837.0,797.0,839.0,854.0,1038.0,1006.0,881.0,912.0,838.0,777.0,700.0,1004.0,924.0,797.0,942.0,1080.0,1111.0,1058.0,1100.0,472.0,901.0,986.0,865.0,1012.0,913.0,913.0,1708.0,1498.0,1258.0,1184.0,1111.0,1058.0,1074.0,986.0,986.0,1017.0,965.0,1017.0,1428.0,1300.0,1184.0,1058.0,1074.0,1221.0,1074.0,1017.0,1017.0,1708.0,472.0,1294.0,1294.0,1143.0,1070.0,1768.0,1544.0,1544.0,1320.0,1780.0,1710.0,1640.0,1470.0,1279.0,1206.0,1206.0,1616.0,1584.0,1646.0,1640.0,1589.0,11440.0,1279.0,1279.0,1704.0,1822.0,1822.0,1279.0,1888.0
